msa,area_name,state,size_rank,year,income,hvi,mortgage_rate,affordability,cluster
"Aberdeen, WA",Aberdeen,WA,473,2010,40019.0,144475.85515929994,4.6905833333333335,3.6101815427496926,1
"Aberdeen, WA",Aberdeen,WA,473,2011,40993.0,135285.1103882408,4.4558333333333335,3.300200287567165,1
"Aberdeen, WA",Aberdeen,WA,473,2012,42057.0,134181.779224043,3.655916666666666,3.1904743377807026,1
"Aberdeen, WA",Aberdeen,WA,473,2013,41315.0,132038.4042191968,3.9819166666666654,3.195895055529391,1
"Aberdeen, WA",Aberdeen,WA,473,2014,43356.0,129952.84621076728,4.172833333333333,2.9973439941592237,1
"Aberdeen, WA",Aberdeen,WA,473,2015,44122.0,133784.86202358486,3.849,3.032157699641559,1
"Aberdeen, WA",Aberdeen,WA,473,2016,49623.0,146894.4546075494,3.6477083333333336,2.960209068527687,1
"Aberdeen, WA",Aberdeen,WA,473,2017,47445.0,162207.46934372766,3.991,3.418852763067292,1
"Aberdeen, WA",Aberdeen,WA,473,2018,48255.0,184879.6136043548,4.539041666666667,3.831304809954508,1
"Aberdeen, WA",Aberdeen,WA,473,2019,61026.0,207935.6323579948,3.93375,3.407328554353797,1
"Aberdeen, WA",Aberdeen,WA,473,2021,54631.0,292776.5636479643,2.9557083333333334,5.3591653758482245,0
"Aberdeen, WA",Aberdeen,WA,473,2022,62523.0,330143.5469654259,5.3275,5.280353581328885,2
"Aberdeen, WA",Aberdeen,WA,473,2023,67221.0,322486.3456893044,6.795375,4.797404764720912,2
"Aberdeen, WA",Aberdeen,WA,473,2024,59619.0,326426.3086672065,6.7236666666666665,5.475206036116112,2
"Abilene, TX",Abilene,TX,251,2010,40630.0,107450.93215265656,4.6905833333333335,2.6446205304616432,1
"Abilene, TX",Abilene,TX,251,2011,40659.0,104133.09627629736,4.4558333333333335,2.561132744934636,1
"Abilene, TX",Abilene,TX,251,2012,43407.0,105608.22130839218,3.655916666666666,2.432976738968189,1
"Abilene, TX",Abilene,TX,251,2013,44149.0,109253.33569567172,3.9819166666666654,2.4746502909617822,1
"Abilene, TX",Abilene,TX,251,2014,44303.0,115392.21742501354,4.172833333333333,2.604614076360823,1
"Abilene, TX",Abilene,TX,251,2015,47420.0,120833.35321861808,3.849,2.5481516916621274,1
"Abilene, TX",Abilene,TX,251,2016,48016.0,127221.49491777467,3.6477083333333336,2.649564622579446,1
"Abilene, TX",Abilene,TX,251,2017,51130.0,130786.21431403904,3.991,2.5579153982796603,1
"Abilene, TX",Abilene,TX,251,2018,48021.0,138286.60337026973,4.539041666666667,2.879711029971673,1
"Abilene, TX",Abilene,TX,251,2019,54808.0,142891.67534082374,3.93375,2.6071317205667737,1
"Abilene, TX",Abilene,TX,251,2021,54037.0,167364.13096734835,2.9557083333333334,3.097213593784784,1
"Abilene, TX",Abilene,TX,251,2022,62660.0,186875.2511275801,5.3275,2.982369153009577,1
"Abilene, TX",Abilene,TX,251,2023,61262.0,192232.207343947,6.795375,3.1378702514437498,2
"Abilene, TX",Abilene,TX,251,2024,63390.0,195453.92047163527,6.7236666666666665,3.083355741783172,2
"Adrian, MI",Adrian,MI,393,2010,45563.0,95572.57378910402,4.6905833333333335,2.097591769398504,1
"Adrian, MI",Adrian,MI,393,2011,44509.0,91184.61555089014,4.4558333333333335,2.048678144889576,1
"Adrian, MI",Adrian,MI,393,2012,48224.0,92079.57010792464,3.655916666666666,1.9094137796102488,1
"Adrian, MI",Adrian,MI,393,2013,45938.0,101534.98107477553,3.9819166666666654,2.2102612450427865,1
"Adrian, MI",Adrian,MI,393,2014,46739.0,111406.67584331096,4.172833333333333,2.3835913443443584,1
"Adrian, MI",Adrian,MI,393,2015,48279.0,116501.39075227593,3.849,2.4130862435484564,1
"Adrian, MI",Adrian,MI,393,2016,51918.0,125121.08175179832,3.6477083333333336,2.409974994256295,1
"Adrian, MI",Adrian,MI,393,2017,56515.0,136988.4237013695,3.991,2.4239303494889763,1
"Adrian, MI",Adrian,MI,393,2018,55378.0,147144.068388919,4.539041666666667,2.657085275541172,1
"Adrian, MI",Adrian,MI,393,2019,53865.0,154832.33283869436,3.93375,2.8744515518183302,1
"Adrian, MI",Adrian,MI,393,2021,61257.0,187963.7404277938,2.9557083333333334,3.068445082648412,0
"Adrian, MI",Adrian,MI,393,2022,67267.0,209744.43536358103,5.3275,3.118088146692747,2
"Adrian, MI",Adrian,MI,393,2023,63952.0,213006.8306198352,6.795375,3.3307297757667502,2
"Adrian, MI",Adrian,MI,393,2024,71632.0,222754.31040995783,6.7236666666666665,3.109703909006559,2
"Akron, OH",Akron,OH,83,2010,46521.0,121567.08074409125,4.6905833333333335,2.6131656831128147,1
"Akron, OH",Akron,OH,83,2011,47032.0,115448.75713286066,4.4558333333333335,2.454685259671302,1
"Akron, OH",Akron,OH,83,2012,49731.0,111135.741414778,3.655916666666666,2.234737717214172,1
"Akron, OH",Akron,OH,83,2013,49984.0,114122.89944147744,3.9819166666666654,2.283188609184488,1
"Akron, OH",Akron,OH,83,2014,50538.0,117305.27020926726,4.172833333333333,2.3211300449021977,1
"Akron, OH",Akron,OH,83,2015,51580.0,120560.16052775568,3.849,2.3373431664939064,1
"Akron, OH",Akron,OH,83,2016,51598.0,126631.50120313268,3.6477083333333336,2.454193984323669,1
"Akron, OH",Akron,OH,83,2017,56106.0,132711.29436309217,3.991,2.3653672399225067,1
"Akron, OH",Akron,OH,83,2018,60019.0,140737.65156826685,4.539041666666667,2.344884979227692,1
"Akron, OH",Akron,OH,83,2019,57158.0,148738.01404930642,3.93375,2.6022256560640056,1
"Akron, OH",Akron,OH,83,2021,63367.0,178794.20747359018,2.9557083333333334,2.8215665484177914,0
"Akron, OH",Akron,OH,83,2022,66652.0,195043.3151801664,5.3275,2.9262935122751963,2
"Akron, OH",Akron,OH,83,2023,70125.0,204654.50235786563,6.795375,2.9184242760479946,2
"Akron, OH",Akron,OH,83,2024,71364.0,217990.3217234729,6.7236666666666665,3.054625885929501,2
"Albany, GA",Albany,GA,295,2010,34002.0,105549.77660630112,4.6905833333333335,3.104222592973976,1
"Albany, GA",Albany,GA,295,2011,32775.0,99616.06283666186,4.4558333333333335,3.0393916960079896,1
"Albany, GA",Albany,GA,295,2012,34469.0,97087.87510763491,3.655916666666666,2.8166722303413185,1
"Albany, GA",Albany,GA,295,2013,34756.0,96701.01535182416,3.9819166666666654,2.7822826375826955,1
"Albany, GA",Albany,GA,295,2014,39071.0,95005.47107874871,4.172833333333333,2.431610941075189,1
"Albany, GA",Albany,GA,295,2015,40143.0,95006.35324654017,3.849,2.3666978862202668,1
"Albany, GA",Albany,GA,295,2016,40667.0,94643.15290805572,3.6477083333333336,2.327271569283589,1
"Albany, GA",Albany,GA,295,2017,43614.0,91938.54540501192,3.991,2.1080053516075554,1
"Albany, GA",Albany,GA,295,2018,44896.0,98166.36881367749,4.539041666666667,2.1865281720794165,1
"Albany, GA",Albany,GA,295,2019,40625.0,102848.75745116732,3.93375,2.531661721874888,1
"Albany, GA",Albany,GA,295,2021,48659.0,124964.9919298864,2.9557083333333334,2.568178382825097,1
"Albany, GA",Albany,GA,295,2022,48376.0,145763.47548147925,5.3275,3.0131361725128007,1
"Albany, GA",Albany,GA,295,2023,53056.0,154083.0246024643,6.795375,2.904158334636315,2
"Albany, GA",Albany,GA,295,2024,56851.0,163843.50110802776,6.7236666666666665,2.881980987283034,2
"Albany, NY",Albany,NY,64,2010,55796.0,210214.2559129166,4.6905833333333335,3.7675506472312814,1
"Albany, NY",Albany,NY,64,2011,58617.0,203326.70714957823,4.4558333333333335,3.4687327422006966,1
"Albany, NY",Albany,NY,64,2012,60625.0,199506.3802367964,3.655916666666666,3.2908268905038582,1
"Albany, NY",Albany,NY,64,2013,59626.0,201621.25401199693,3.9819166666666654,3.3814318252439697,1
"Albany, NY",Albany,NY,64,2014,62265.0,202844.83285638544,4.172833333333333,3.2577665278468717,1
"Albany, NY",Albany,NY,64,2015,63080.0,204415.10353587792,3.849,3.2405691746334484,0
"Albany, NY",Albany,NY,64,2016,65855.0,209197.8583149874,3.6477083333333336,3.176643509452394,0
"Albany, NY",Albany,NY,64,2017,68681.0,216002.6074658184,3.991,3.145012557560583,0
"Albany, NY",Albany,NY,64,2018,71301.0,226411.2224029991,4.539041666666667,3.1754284288158523,0
"Albany, NY",Albany,NY,64,2019,73398.0,234802.53933584635,3.93375,3.199031844680323,0
"Albany, NY",Albany,NY,64,2021,78272.0,274163.48409613274,2.9557083333333334,3.5027019125119168,0
"Albany, NY",Albany,NY,64,2022,80970.0,300581.40649893315,5.3275,3.7122564715194906,2
"Albany, NY",Albany,NY,64,2023,82410.0,315575.0944755014,6.795375,3.82933011133966,2
"Albany, NY",Albany,NY,64,2024,86637.0,335298.1687558249,6.7236666666666665,3.8701498061547017,2
"Albany, OR",Albany,OR,330,2010,42900.0,157912.24567970535,4.6905833333333335,3.6809381277320594,1
"Albany, OR",Albany,OR,330,2011,42565.0,148362.1105322258,4.4558333333333335,3.4855423595025443,1
"Albany, OR",Albany,OR,330,2012,43489.0,148413.78370147623,3.655916666666666,3.412674094632579,1
"Albany, OR",Albany,OR,330,2013,45130.0,154140.73361022244,3.9819166666666654,3.4154826858015164,1
"Albany, OR",Albany,OR,330,2014,43428.0,162231.18435137314,4.172833333333333,3.735635634875498,1
"Albany, OR",Albany,OR,330,2015,47527.0,173753.56203761697,3.849,3.655891641332652,1
"Albany, OR",Albany,OR,330,2016,51310.0,193046.3628841624,3.6477083333333336,3.762353593532692,1
"Albany, OR",Albany,OR,330,2017,51541.0,216481.2435303096,3.991,4.20017546284142,1
"Albany, OR",Albany,OR,330,2018,54113.0,243265.5340261148,4.539041666666667,4.495510025799989,1
"Albany, OR",Albany,OR,330,2019,61488.0,263008.2435824803,3.93375,4.277391419179032,0
"Albany, OR",Albany,OR,330,2021,65196.0,337983.8789750292,2.9557083333333334,5.1841198689341255,0
"Albany, OR",Albany,OR,330,2022,67009.0,384323.955082176,5.3275,5.735408006121208,2
"Albany, OR",Albany,OR,330,2023,70548.0,386249.5795667176,6.795375,5.474989788041016,2
"Albany, OR",Albany,OR,330,2024,80422.0,398292.73313859664,6.7236666666666665,4.952534544510167,2
"Albertville, AL",Albertville,AL,406,2010,39343.0,108381.22851335806,4.6905833333333335,2.7547779405067754,1
"Albertville, AL",Albertville,AL,406,2011,39245.0,106024.78880756996,4.4558333333333335,2.701612659130334,1
"Albertville, AL",Albertville,AL,406,2012,36197.0,111735.19214957516,3.655916666666666,3.086863335347547,1
"Albertville, AL",Albertville,AL,406,2013,38116.0,118890.09999308946,3.9819166666666654,3.1191651797956097,1
"Albertville, AL",Albertville,AL,406,2014,33446.0,124547.47435092082,4.172833333333333,3.723837659239396,1
"Albertville, AL",Albertville,AL,406,2015,40525.0,126371.82427165266,3.849,3.118367039399202,1
"Albertville, AL",Albertville,AL,406,2016,42362.0,131519.131812716,3.6477083333333336,3.1046487845879795,1
"Albertville, AL",Albertville,AL,406,2017,41476.0,132392.70555337946,3.991,3.1920316702039604,1
"Albertville, AL",Albertville,AL,406,2018,47528.0,139825.53304825458,4.539041666666667,2.9419612238733923,1
"Albertville, AL",Albertville,AL,406,2019,49467.0,151608.17689784226,3.93375,3.0648346755987275,1
"Albertville, AL",Albertville,AL,406,2021,50191.0,190521.86257082937,2.9557083333333334,3.7959367729439415,1
"Albertville, AL",Albertville,AL,406,2022,52678.0,218598.72558289795,5.3275,4.149715736795208,1
"Albertville, AL",Albertville,AL,406,2023,60298.0,221439.2811786061,6.795375,3.672415025019173,2
"Albertville, AL",Albertville,AL,406,2024,68048.0,231718.630093656,6.7236666666666665,3.405223226158829,2
"Albuquerque, NM",Albuquerque,NM,62,2010,47383.0,177824.64167486268,4.6905833333333335,3.75292070309737,1
"Albuquerque, NM",Albuquerque,NM,62,2011,45027.0,167761.57694914797,4.4558333333333335,3.7257995635762535,1
"Albuquerque, NM",Albuquerque,NM,62,2012,46725.0,163000.25898481696,3.655916666666666,3.488502064950604,1
"Albuquerque, NM",Albuquerque,NM,62,2013,48355.0,165393.24489183156,3.9819166666666654,3.420395923727258,1
"Albuquerque, NM",Albuquerque,NM,62,2014,47581.0,168007.48567419322,4.172833333333333,3.530978450940359,1
"Albuquerque, NM",Albuquerque,NM,62,2015,48937.0,171839.17143073393,3.849,3.511436570094896,1
"Albuquerque, NM",Albuquerque,NM,62,2016,50954.0,179373.8674890109,3.6477083333333336,3.5203098380698457,1
"Albuquerque, NM",Albuquerque,NM,62,2017,50906.0,185179.8051822476,3.991,3.637681318159895,1
"Albuquerque, NM",Albuquerque,NM,62,2018,51134.0,192819.2059233185,4.539041666666667,3.770860991186266,1
"Albuquerque, NM",Albuquerque,NM,62,2019,58512.0,204714.94745600416,3.93375,3.498683132622439,1
"Albuquerque, NM",Albuquerque,NM,62,2021,60070.0,260677.8276407194,2.9557083333333334,4.339567631774919,0
"Albuquerque, NM",Albuquerque,NM,62,2022,66392.0,301980.08869954775,5.3275,4.548440907030181,2
"Albuquerque, NM",Albuquerque,NM,62,2023,67640.0,316162.0649124578,6.795375,4.674187831349169,2
"Albuquerque, NM",Albuquerque,NM,62,2024,76097.0,333001.4257907325,6.7236666666666665,4.376012533880869,2
"Alexandria, LA",Alexandria,LA,286,2010,40017.0,115490.84421671327,4.6905833333333335,2.886044536489824,1
"Alexandria, LA",Alexandria,LA,286,2011,35692.0,115323.42066845576,4.4558333333333335,3.2310719676245587,1
"Alexandria, LA",Alexandria,LA,286,2012,40896.0,121504.46835100232,3.655916666666666,2.971059965546809,1
"Alexandria, LA",Alexandria,LA,286,2013,39960.0,129772.4119720419,3.9819166666666654,3.2475578571582058,1
"Alexandria, LA",Alexandria,LA,286,2014,40209.0,131041.6786522157,4.172833333333333,3.2590136201401605,1
"Alexandria, LA",Alexandria,LA,286,2015,42778.0,135761.2984813912,3.849,3.1736242573610545,1
"Alexandria, LA",Alexandria,LA,286,2016,42136.0,142954.5672515582,3.6477083333333336,3.392694305381579,1
"Alexandria, LA",Alexandria,LA,286,2017,40585.0,143220.9382940555,3.991,3.528913103216841,1
"Alexandria, LA",Alexandria,LA,286,2018,47391.0,148273.02707412324,4.539041666666667,3.128716994242013,1
"Alexandria, LA",Alexandria,LA,286,2019,50553.0,150233.09588197127,3.93375,2.9717938773558696,1
"Alexandria, LA",Alexandria,LA,286,2021,47032.0,159754.8702733276,2.9557083333333334,3.396727127771041,1
"Alexandria, LA",Alexandria,LA,286,2022,56339.0,164683.75827310013,5.3275,2.923086286109092,1
"Alexandria, LA",Alexandria,LA,286,2023,52390.0,169500.20149763758,6.795375,3.235354103791517,2
"Alexandria, LA",Alexandria,LA,286,2024,55909.0,164405.44209406542,6.7236666666666665,2.940589924592917,2
"Allentown, PA",Allentown,PA,70,2010,55630.0,202043.7981936145,4.6905833333333335,3.631921592551042,1
"Allentown, PA",Allentown,PA,70,2011,54169.0,189974.7153425858,4.4558333333333335,3.50707444004109,1
"Allentown, PA",Allentown,PA,70,2012,55766.0,181284.9141377772,3.655916666666666,3.250814369647764,1
"Allentown, PA",Allentown,PA,70,2013,56543.0,180341.15931399856,3.9819166666666654,3.1894515557009457,1
"Allentown, PA",Allentown,PA,70,2014,60320.0,186223.7641242597,4.172833333333333,3.0872639941024485,1
"Allentown, PA",Allentown,PA,70,2015,60671.0,187612.22265023467,3.849,3.0922882868295343,1
"Allentown, PA",Allentown,PA,70,2016,63022.0,192556.2256545934,3.6477083333333336,3.0553810677952686,0
"Allentown, PA",Allentown,PA,70,2017,63944.0,199178.44448372247,3.991,3.1148887226905178,0
"Allentown, PA",Allentown,PA,70,2018,65929.0,208718.5702144827,4.539041666666667,3.165808221184649,0
"Allentown, PA",Allentown,PA,70,2019,70793.0,216368.06723780112,3.93375,3.0563483287585087,0
"Allentown, PA",Allentown,PA,70,2021,72058.0,265664.994230208,2.9557083333333334,3.686821646870688,0
"Allentown, PA",Allentown,PA,70,2022,76041.0,298767.5502192817,5.3275,3.9290323670030864,2
"Allentown, PA",Allentown,PA,70,2023,81159.0,314418.2859520346,6.795375,3.874102514225589,2
"Allentown, PA",Allentown,PA,70,2024,83974.0,335797.52437249135,6.7236666666666665,3.998827308125031,2
"Altoona, PA",Altoona,PA,340,2010,42990.0,106134.79915942965,4.6905833333333335,2.468825288658517,1
"Altoona, PA",Altoona,PA,340,2011,43136.0,103890.75611531684,4.4558333333333335,2.408446682940394,1
"Altoona, PA",Altoona,PA,340,2012,41258.0,113023.33429637668,3.655916666666666,2.7394283362348317,1
"Altoona, PA",Altoona,PA,340,2013,42164.0,116986.60314798208,3.9819166666666654,2.7745613117347045,1
"Altoona, PA",Altoona,PA,340,2014,44019.0,117842.31765308644,4.172833333333333,2.677078480953371,1
"Altoona, PA",Altoona,PA,340,2015,45432.0,120571.74134476885,3.849,2.6538946413270126,1
"Altoona, PA",Altoona,PA,340,2016,43443.0,125704.16417331946,3.6477083333333336,2.8935424389042987,1
"Altoona, PA",Altoona,PA,340,2017,45957.0,132160.52214245408,3.991,2.8757430237494632,1
"Altoona, PA",Altoona,PA,340,2018,49942.0,130661.59898368071,4.539041666666667,2.616266849218708,1
"Altoona, PA",Altoona,PA,340,2019,51004.0,132432.43899044383,3.93375,2.5965108420995184,1
"Altoona, PA",Altoona,PA,340,2021,57361.0,150024.80568828728,2.9557083333333334,2.615449620618317,1
"Altoona, PA",Altoona,PA,340,2022,58022.0,151736.21701611447,5.3275,2.6151497193498066,1
"Altoona, PA",Altoona,PA,340,2023,54002.0,151112.2556928575,6.795375,2.798271465739371,2
"Altoona, PA",Altoona,PA,340,2024,66994.0,155404.93338744517,6.7236666666666665,2.319684350649986,2
"Amarillo, TX",Amarillo,TX,186,2010,46390.0,121914.5623481244,4.6905833333333335,2.628035403063686,1
"Amarillo, TX",Amarillo,TX,186,2011,47350.0,119325.97191585496,4.4558333333333335,2.520083884178563,1
"Amarillo, TX",Amarillo,TX,186,2012,46434.0,117519.49475715072,3.655916666666666,2.5308931980262463,1
"Amarillo, TX",Amarillo,TX,186,2013,49207.0,118947.59278268454,3.9819166666666654,2.417290076263225,1
"Amarillo, TX",Amarillo,TX,186,2014,51280.0,122277.03831225524,4.172833333333333,2.384497626994057,1
"Amarillo, TX",Amarillo,TX,186,2015,51734.0,126293.3484116536,3.849,2.441205946024928,1
"Amarillo, TX",Amarillo,TX,186,2016,54478.0,131355.41325869373,3.6477083333333336,2.411164383029732,1
"Amarillo, TX",Amarillo,TX,186,2017,53922.0,136122.13450119,3.991,2.5244266626087684,1
"Amarillo, TX",Amarillo,TX,186,2018,53087.0,140436.42326166306,4.539041666666667,2.6454013837975974,1
"Amarillo, TX",Amarillo,TX,186,2019,53510.0,144837.83530358117,3.93375,2.7067433246791475,1
"Amarillo, TX",Amarillo,TX,186,2021,58354.0,170290.48796181203,2.9557083333333334,2.9182316201427843,1
"Amarillo, TX",Amarillo,TX,186,2022,65090.0,194807.47475825108,5.3275,2.9928940660355057,2
"Amarillo, TX",Amarillo,TX,186,2023,63994.0,202399.8781426504,6.795375,3.16279460797341,2
"Amarillo, TX",Amarillo,TX,186,2024,69595.0,207927.61041950947,6.7236666666666665,2.987680299152374,2
"Ames, IA",Ames,IA,336,2010,48034.0,140810.37858491926,4.6905833333333335,2.931473093744416,1
"Ames, IA",Ames,IA,336,2011,45866.0,140645.43312018798,4.4558333333333335,3.066442094801988,1
"Ames, IA",Ames,IA,336,2012,49489.0,140455.33684141518,3.655916666666666,2.838112243961591,1
"Ames, IA",Ames,IA,336,2013,50279.0,144653.71009801517,3.9819166666666654,2.8770204279722185,1
"Ames, IA",Ames,IA,336,2014,46091.0,155362.23641616976,4.172833333333333,3.370771656422507,1
"Ames, IA",Ames,IA,336,2015,50811.0,164398.20583264448,3.849,3.235484557136141,1
"Ames, IA",Ames,IA,336,2016,53371.0,171732.34381251349,3.6477083333333336,3.2177089395460734,1
"Ames, IA",Ames,IA,336,2017,60351.0,179224.87033587674,3.991,2.969708378251839,1
"Ames, IA",Ames,IA,336,2018,54586.0,185045.9923486706,4.539041666666667,3.389989967183355,1
"Ames, IA",Ames,IA,336,2019,62181.0,188393.005360896,3.93375,3.0297519396744343,1
"Ames, IA",Ames,IA,336,2021,64569.0,211077.2973503036,2.9557083333333334,3.2690191477381343,0
"Ames, IA",Ames,IA,336,2022,68384.0,232705.79816026063,5.3275,3.402927558497026,2
"Ames, IA",Ames,IA,336,2023,72007.0,243006.2114423932,6.795375,3.37475816854463,2
"Ames, IA",Ames,IA,336,2024,70873.0,245441.90159812247,6.7236666666666665,3.463122791445578,2
"Anchorage, AK",Anchorage,AK,139,2010,71490.0,258019.4357621843,4.6905833333333335,3.609168216004816,0
"Anchorage, AK",Anchorage,AK,139,2011,71700.0,253350.55343349988,4.4558333333333335,3.533480522085075,0
"Anchorage, AK",Anchorage,AK,139,2012,71494.0,260498.5501274317,3.655916666666666,3.6436421255969966,0
"Anchorage, AK",Anchorage,AK,139,2013,76831.0,271425.9975775909,3.9819166666666654,3.532766690236896,0
"Anchorage, AK",Anchorage,AK,139,2014,75682.0,278199.9426798718,4.172833333333333,3.675906327526648,0
"Anchorage, AK",Anchorage,AK,139,2015,78238.0,290329.1477974748,3.849,3.710845724551686,0
"Anchorage, AK",Anchorage,AK,139,2016,82203.0,297580.11454671674,3.6477083333333336,3.6200639215930894,0
"Anchorage, AK",Anchorage,AK,139,2017,76871.0,297593.68179055233,3.991,3.8713387596174416,0
"Anchorage, AK",Anchorage,AK,139,2018,81037.0,299664.9712371394,4.539041666666667,3.6978783918104,0
"Anchorage, AK",Anchorage,AK,139,2019,80676.0,320313.508389432,3.93375,3.970369234833557,0
"Anchorage, AK",Anchorage,AK,139,2021,84476.0,342187.9440378344,2.9557083333333334,4.050711965976543,0
"Anchorage, AK",Anchorage,AK,139,2022,95791.0,365225.77178612375,5.3275,3.812735766263258,2
"Anchorage, AK",Anchorage,AK,139,2023,94150.0,375943.2433662026,6.795375,3.993024358642619,2
"Anchorage, AK",Anchorage,AK,139,2024,102698.0,384371.10030157067,6.7236666666666665,3.742732091195258,2
"Ann Arbor, MI",Ann Arbor,MI,148,2010,55880.0,181008.95732572785,4.6905833333333335,3.2392440466307777,1
"Ann Arbor, MI",Ann Arbor,MI,148,2011,56612.0,177619.67445384854,4.4558333333333335,3.1374915999054718,1
"Ann Arbor, MI",Ann Arbor,MI,148,2012,56330.0,182626.7274365663,3.655916666666666,3.2420864093123787,1
"Ann Arbor, MI",Ann Arbor,MI,148,2013,59660.0,203792.9928578875,3.9819166666666654,3.4159066855160494,1
"Ann Arbor, MI",Ann Arbor,MI,148,2014,62845.0,224796.67364620123,4.172833333333333,3.5770017287962643,0
"Ann Arbor, MI",Ann Arbor,MI,148,2015,61977.0,238919.9579767717,3.849,3.85497778170566,0
"Ann Arbor, MI",Ann Arbor,MI,148,2016,65601.0,254118.32662861864,3.6477083333333336,3.8736959288519786,0
"Ann Arbor, MI",Ann Arbor,MI,148,2017,70286.0,269659.50339459657,3.991,3.836603354787533,0
"Ann Arbor, MI",Ann Arbor,MI,148,2018,71860.0,288341.67758937617,4.539041666666667,4.012547698154414,0
"Ann Arbor, MI",Ann Arbor,MI,148,2019,76576.0,304108.96411208,3.93375,3.971335197869829,0
"Ann Arbor, MI",Ann Arbor,MI,148,2021,76918.0,339985.7050502085,2.9557083333333334,4.420105892641625,0
"Ann Arbor, MI",Ann Arbor,MI,148,2022,79665.0,367080.30428050266,5.3275,4.607798961658228,2
"Ann Arbor, MI",Ann Arbor,MI,148,2023,83754.0,378692.0528513852,6.795375,4.521480202156138,2
"Ann Arbor, MI",Ann Arbor,MI,148,2024,90523.0,393765.984087472,6.7236666666666665,4.349899849623544,2
"Anniston, AL",Anniston,AL,357,2010,36675.0,107541.14872878784,4.6905833333333335,2.932273993968312,1
"Anniston, AL",Anniston,AL,357,2011,39037.0,104308.82970805225,4.4558333333333335,2.67205035499788,1
"Anniston, AL",Anniston,AL,357,2012,39169.0,106641.45820073337,3.655916666666666,2.7225984375586143,1
"Anniston, AL",Anniston,AL,357,2013,36205.0,112750.3234568545,3.9819166666666654,3.114219678410565,1
"Anniston, AL",Anniston,AL,357,2014,41428.0,143030.84961719942,4.172833333333333,3.452516404779362,1
"Anniston, AL",Anniston,AL,357,2015,42346.0,113275.65508496626,3.849,2.6750024815795177,1
"Anniston, AL",Anniston,AL,357,2016,41687.0,109966.38689598144,3.6477083333333336,2.6379059873817123,1
"Anniston, AL",Anniston,AL,357,2017,46763.0,110104.67615932558,3.991,2.354525504337309,1
"Anniston, AL",Anniston,AL,357,2018,45818.0,115063.94708181416,4.539041666666667,2.511326270937495,1
"Anniston, AL",Anniston,AL,357,2019,48156.0,123195.95612900137,3.93375,2.558268048197553,1
"Anniston, AL",Anniston,AL,357,2021,46524.0,145145.1426867552,2.9557083333333334,3.119790703438122,1
"Anniston, AL",Anniston,AL,357,2022,52819.0,155059.54165005032,5.3275,2.9356773443278046,1
"Anniston, AL",Anniston,AL,357,2023,50780.0,156446.74576389618,6.795375,3.0808732919239104,2
"Anniston, AL",Anniston,AL,357,2024,52719.0,158442.28578364823,6.7236666666666665,3.00541144148501,2
"Appleton, WI",Appleton,WI,197,2010,55883.0,162030.98619088045,4.6905833333333335,2.899468285361925,1
"Appleton, WI",Appleton,WI,197,2011,58172.0,154270.42509508986,4.4558333333333335,2.65197045133552,1
"Appleton, WI",Appleton,WI,197,2012,60166.0,148086.40875965287,3.655916666666666,2.461297223675379,1
"Appleton, WI",Appleton,WI,197,2013,58410.0,150938.01158893845,3.9819166666666654,2.584112507942792,1
"Appleton, WI",Appleton,WI,197,2014,60106.0,154309.92041758506,4.172833333333333,2.567296449898264,1
"Appleton, WI",Appleton,WI,197,2015,61245.0,158611.28820103192,3.849,2.589783463156697,1
"Appleton, WI",Appleton,WI,197,2016,63902.0,165653.8129054898,3.6477083333333336,2.592310301797906,1
"Appleton, WI",Appleton,WI,197,2017,65990.0,177254.99562179836,3.991,2.6860887349870946,0
"Appleton, WI",Appleton,WI,197,2018,65826.0,188386.82829358024,4.539041666666667,2.861890868252366,0
"Appleton, WI",Appleton,WI,197,2019,68335.0,200341.035914882,3.93375,2.931748531717012,0
"Appleton, WI",Appleton,WI,197,2021,74331.0,238791.41303889808,2.9557083333333334,3.212541376261561,0
"Appleton, WI",Appleton,WI,197,2022,78388.0,265060.7155983924,5.3275,3.381394034780737,2
"Appleton, WI",Appleton,WI,197,2023,83966.0,287809.0543931547,6.795375,3.4276856631631216,2
"Appleton, WI",Appleton,WI,197,2024,82501.0,305824.068942397,6.7236666666666665,3.7069134791383984,2
"Asheville, NC",Asheville,NC,121,2010,42168.0,191155.25836299325,4.6905833333333335,4.533182943535222,1
"Asheville, NC",Asheville,NC,121,2011,41969.0,183531.53104748903,4.4558333333333335,4.373026067990399,1
"Asheville, NC",Asheville,NC,121,2012,43172.0,179061.5829180379,3.655916666666666,4.147632329242053,1
"Asheville, NC",Asheville,NC,121,2013,43916.0,184050.4358926572,3.9819166666666654,4.19096538602462,1
"Asheville, NC",Asheville,NC,121,2014,46917.0,194335.10183384985,4.172833333333333,4.14210418044312,1
"Asheville, NC",Asheville,NC,121,2015,44826.0,208040.30268419787,3.849,4.641063282117473,1
"Asheville, NC",Asheville,NC,121,2016,50541.0,225141.8991688756,3.6477083333333336,4.454638791651839,1
"Asheville, NC",Asheville,NC,121,2017,50015.0,244181.4586702678,3.991,4.882164524048141,1
"Asheville, NC",Asheville,NC,121,2018,52410.0,262227.18858127313,4.539041666666667,5.003380816280732,1
"Asheville, NC",Asheville,NC,121,2019,57428.0,272036.52405508724,3.93375,4.737001533312796,0
"Asheville, NC",Asheville,NC,121,2021,60261.0,338567.49081018136,2.9557083333333334,5.618351683679019,0
