size_rank,msa,state,hvi_01_2010,hvi_02_2010,hvi_03_2010,hvi_04_2010,hvi_05_2010,hvi_06_2010,hvi_07_2010,hvi_08_2010,hvi_09_2010,hvi_10_2010,hvi_11_2010,hvi_12_2010,hvi_01_2011,hvi_02_2011,hvi_03_2011,hvi_04_2011,hvi_05_2011,hvi_06_2011,hvi_07_2011,hvi_08_2011,hvi_09_2011,hvi_10_2011,hvi_11_2011,hvi_12_2011,hvi_01_2012,hvi_02_2012,hvi_03_2012,hvi_04_2012,hvi_05_2012,hvi_06_2012,hvi_07_2012,hvi_08_2012,hvi_09_2012,hvi_10_2012,hvi_11_2012,hvi_12_2012,hvi_01_2013,hvi_02_2013,hvi_03_2013,hvi_04_2013,hvi_05_2013,hvi_06_2013,hvi_07_2013,hvi_08_2013,hvi_09_2013,hvi_10_2013,hvi_11_2013,hvi_12_2013,hvi_01_2014,hvi_02_2014,hvi_03_2014,hvi_04_2014,hvi_05_2014,hvi_06_2014,hvi_07_2014,hvi_08_2014,hvi_09_2014,hvi_10_2014,hvi_11_2014,hvi_12_2014,hvi_01_2015,hvi_02_2015,hvi_03_2015,hvi_04_2015,hvi_05_2015,hvi_06_2015,hvi_07_2015,hvi_08_2015,hvi_09_2015,hvi_10_2015,hvi_11_2015,hvi_12_2015,hvi_01_2016,hvi_02_2016,hvi_03_2016,hvi_04_2016,hvi_05_2016,hvi_06_2016,hvi_07_2016,hvi_08_2016,hvi_09_2016,hvi_10_2016,hvi_11_2016,hvi_12_2016,hvi_01_2017,hvi_02_2017,hvi_03_2017,hvi_04_2017,hvi_05_2017,hvi_06_2017,hvi_07_2017,hvi_08_2017,hvi_09_2017,hvi_10_2017,hvi_11_2017,hvi_12_2017,hvi_01_2018,hvi_02_2018,hvi_03_2018,hvi_04_2018,hvi_05_2018,hvi_06_2018,hvi_07_2018,hvi_08_2018,hvi_09_2018,hvi_10_2018,hvi_11_2018,hvi_12_2018,hvi_01_2019,hvi_02_2019,hvi_03_2019,hvi_04_2019,hvi_05_2019,hvi_06_2019,hvi_07_2019,hvi_08_2019,hvi_09_2019,hvi_10_2019,hvi_11_2019,hvi_12_2019,hvi_01_2020,hvi_02_2020,hvi_03_2020,hvi_04_2020,hvi_05_2020,hvi_06_2020,hvi_07_2020,hvi_08_2020,hvi_09_2020,hvi_10_2020,hvi_11_2020,hvi_12_2020,hvi_01_2021,hvi_02_2021,hvi_03_2021,hvi_04_2021,hvi_05_2021,hvi_06_2021,hvi_07_2021,hvi_08_2021,hvi_09_2021,hvi_10_2021,hvi_11_2021,hvi_12_2021,hvi_01_2022,hvi_02_2022,hvi_03_2022,hvi_04_2022,hvi_05_2022,hvi_06_2022,hvi_07_2022,hvi_08_2022,hvi_09_2022,hvi_10_2022,hvi_11_2022,hvi_12_2022,hvi_01_2023,hvi_02_2023,hvi_03_2023,hvi_04_2023,hvi_05_2023,hvi_06_2023,hvi_07_2023,hvi_08_2023,hvi_09_2023,hvi_10_2023,hvi_11_2023,hvi_12_2023,hvi_01_2024,hvi_02_2024,hvi_03_2024,hvi_04_2024,hvi_05_2024,hvi_06_2024,hvi_07_2024,hvi_08_2024,hvi_09_2024,hvi_10_2024,hvi_11_2024,hvi_12_2024,area_name,mortgage_rate_01_2010,mortgage_rate_01_2011,mortgage_rate_01_2012,mortgage_rate_01_2013,mortgage_rate_01_2014,mortgage_rate_01_2015,mortgage_rate_01_2016,mortgage_rate_01_2017,mortgage_rate_01_2018,mortgage_rate_01_2019,mortgage_rate_01_2020,mortgage_rate_01_2021,mortgage_rate_01_2022,mortgage_rate_01_2023,mortgage_rate_01_2024,mortgage_rate_02_2010,mortgage_rate_02_2011,mortgage_rate_02_2012,mortgage_rate_02_2013,mortgage_rate_02_2014,mortgage_rate_02_2015,mortgage_rate_02_2016,mortgage_rate_02_2017,mortgage_rate_02_2018,mortgage_rate_02_2019,mortgage_rate_02_2020,mortgage_rate_02_2021,mortgage_rate_02_2022,mortgage_rate_02_2023,mortgage_rate_02_2024,mortgage_rate_03_2010,mortgage_rate_03_2011,mortgage_rate_03_2012,mortgage_rate_03_2013,mortgage_rate_03_2014,mortgage_rate_03_2015,mortgage_rate_03_2016,mortgage_rate_03_2017,mortgage_rate_03_2018,mortgage_rate_03_2019,mortgage_rate_03_2020,mortgage_rate_03_2021,mortgage_rate_03_2022,mortgage_rate_03_2023,mortgage_rate_03_2024,mortgage_rate_04_2010,mortgage_rate_04_2011,mortgage_rate_04_2012,mortgage_rate_04_2013,mortgage_rate_04_2014,mortgage_rate_04_2015,mortgage_rate_04_2016,mortgage_rate_04_2017,mortgage_rate_04_2018,mortgage_rate_04_2019,mortgage_rate_04_2020,mortgage_rate_04_2021,mortgage_rate_04_2022,mortgage_rate_04_2023,mortgage_rate_04_2024,mortgage_rate_05_2010,mortgage_rate_05_2011,mortgage_rate_05_2012,mortgage_rate_05_2013,mortgage_rate_05_2014,mortgage_rate_05_2015,mortgage_rate_05_2016,mortgage_rate_05_2017,mortgage_rate_05_2018,mortgage_rate_05_2019,mortgage_rate_05_2020,mortgage_rate_05_2021,mortgage_rate_05_2022,mortgage_rate_05_2023,mortgage_rate_05_2024,mortgage_rate_06_2010,mortgage_rate_06_2011,mortgage_rate_06_2012,mortgage_rate_06_2013,mortgage_rate_06_2014,mortgage_rate_06_2015,mortgage_rate_06_2016,mortgage_rate_06_2017,mortgage_rate_06_2018,mortgage_rate_06_2019,mortgage_rate_06_2020,mortgage_rate_06_2021,mortgage_rate_06_2022,mortgage_rate_06_2023,mortgage_rate_06_2024,mortgage_rate_07_2010,mortgage_rate_07_2011,mortgage_rate_07_2012,mortgage_rate_07_2013,mortgage_rate_07_2014,mortgage_rate_07_2015,mortgage_rate_07_2016,mortgage_rate_07_2017,mortgage_rate_07_2018,mortgage_rate_07_2019,mortgage_rate_07_2020,mortgage_rate_07_2021,mortgage_rate_07_2022,mortgage_rate_07_2023,mortgage_rate_07_2024,mortgage_rate_08_2010,mortgage_rate_08_2011,mortgage_rate_08_2012,mortgage_rate_08_2013,mortgage_rate_08_2014,mortgage_rate_08_2015,mortgage_rate_08_2016,mortgage_rate_08_2017,mortgage_rate_08_2018,mortgage_rate_08_2019,mortgage_rate_08_2020,mortgage_rate_08_2021,mortgage_rate_08_2022,mortgage_rate_08_2023,mortgage_rate_08_2024,mortgage_rate_09_2010,mortgage_rate_09_2011,mortgage_rate_09_2012,mortgage_rate_09_2013,mortgage_rate_09_2014,mortgage_rate_09_2015,mortgage_rate_09_2016,mortgage_rate_09_2017,mortgage_rate_09_2018,mortgage_rate_09_2019,mortgage_rate_09_2020,mortgage_rate_09_2021,mortgage_rate_09_2022,mortgage_rate_09_2023,mortgage_rate_09_2024,mortgage_rate_10_2010,mortgage_rate_10_2011,mortgage_rate_10_2012,mortgage_rate_10_2013,mortgage_rate_10_2014,mortgage_rate_10_2015,mortgage_rate_10_2016,mortgage_rate_10_2017,mortgage_rate_10_2018,mortgage_rate_10_2019,mortgage_rate_10_2020,mortgage_rate_10_2021,mortgage_rate_10_2022,mortgage_rate_10_2023,mortgage_rate_10_2024,mortgage_rate_11_2010,mortgage_rate_11_2011,mortgage_rate_11_2012,mortgage_rate_11_2013,mortgage_rate_11_2014,mortgage_rate_11_2015,mortgage_rate_11_2016,mortgage_rate_11_2017,mortgage_rate_11_2018,mortgage_rate_11_2019,mortgage_rate_11_2020,mortgage_rate_11_2021,mortgage_rate_11_2022,mortgage_rate_11_2023,mortgage_rate_11_2024,mortgage_rate_12_2010,mortgage_rate_12_2011,mortgage_rate_12_2012,mortgage_rate_12_2013,mortgage_rate_12_2014,mortgage_rate_12_2015,mortgage_rate_12_2016,mortgage_rate_12_2017,mortgage_rate_12_2018,mortgage_rate_12_2019,mortgage_rate_12_2020,mortgage_rate_12_2021,mortgage_rate_12_2022,mortgage_rate_12_2023,mortgage_rate_12_2024
1,"New York, NY",NY,399354.8827156199,399519.82052109385,399482.2102658584,399476.2081512648,399297.6636483517,399682.1097162349,400112.5086088034,400308.85667053424,399864.4374040184,398714.82857850654,397118.2234962985,395199.54775329627,393714.9788795635,392552.3498966301,391895.21703657415,390931.192724644,389821.6388021073,388253.76029638574,386656.6663142041,385027.2924797348,383448.67406984506,381861.2941970648,380168.2810207762,378622.11695631297,377202.0892926942,376328.47345576825,376269.8039074904,376792.3275417732,377659.9034470652,378156.5814077298,378516.4502938259,378421.483153264,378539.9104543312,378493.4885893467,378651.0901339135,378699.653162796,379406.5960443278,380364.10810506094,381435.24656942976,382392.60659944,383567.3397433022,385175.7211907385,386920.0385085375,388893.33398044895,390887.33250172297,392928.4596966249,394417.03211895534,395431.56319408416,396615.87377000647,398371.6624023907,400914.606842778,403687.0878119149,406414.31166592153,408243.4677348382,409240.53996637976,409701.67977124784,410485.3709382538,411456.2217495689,412710.862169774,413543.5838530702,414074.4428237999,414275.50140069966,414751.051649644,415366.8012468137,416598.3164328073,417793.1160316719,419186.26622199296,420964.7533807404,423541.4402013047,426535.7803504952,429206.6624939846,431520.27660531737,433285.71695745806,434639.41313989536,435372.7286588345,436361.2532191712,437639.5830099157,439272.39171303,440520.76197924855,441151.1905557861,441513.4167201752,442285.29088519234,443839.04819617607,446361.1356904484,448842.9103627635,451427.714661099,453803.1683542612,456798.1189433151,459426.0948689564,461680.3637395271,463263.2523964678,464875.7295035106,466490.2738173579,468309.39855891577,469880.5725089771,471643.7205511309,473392.3229222387,474959.18322252965,476773.38706572633,478672.8550459216,481282.7118899324,483508.5135201222,485940.481450606,487972.89800483873,489830.6092116394,490862.1574217656,491751.3158685928,492371.7615819326,493421.4417676111,495003.7085517394,497023.799000833,499224.2038953597,500684.8077443031,501971.9915936719,502674.4085760933,503168.8160385229,502897.65209460905,502932.7909732379,503915.9830358043,505594.4026471011,508064.2170693043,510334.61473447806,512946.0104044534,515320.3459818056,517202.14376569336,517547.7937703038,516620.0164509816,515926.3811137036,517621.4337876325,521377.3647069407,526814.9465009484,533199.0158225248,539274.9729878366,545626.7246438266,551523.0881586923,557432.859639433,563131.0951634689,568241.4308043676,572502.0931580374,575066.2942968057,576631.7105143768,578840.2881306683,582383.928893427,586379.5398954836,590627.1996163741,595303.3343237379,601678.2060113462,608385.544004693,615153.5884812722,621345.7223141905,625286.2086224785,626018.9176757361,623475.184343506,620872.61880743,618818.3864264274,617367.8045826779,616535.5809696583,615157.2360690926,615477.615097399,617517.2894541778,621611.356113296,625847.1488753576,629506.4003828586,632857.9754537027,635627.931008967,638012.1924181933,640361.1350363021,643168.5515945521,646099.0004772359,650201.2713490314,655683.2384404481,661880.3022147273,666606.5567779748,669731.857358234,672518.1694329034,676315.011580491,680399.7851373604,683974.8550770214,686785.4343020063,688595.3960242546,New York,5.03,4.755,3.915,3.414,4.432,3.67,3.8725,4.15,4.032500000000001,4.464,3.624,2.735,3.4450000000000003,6.2725,6.6425,4.99,4.9525,3.89,3.5325,4.3025,3.71,3.66,4.1675,4.33,4.37,3.4650000000000003,2.81,3.7625,6.2575,6.776000000000001,4.9675,4.836,3.954,3.565,4.3425,3.77,3.694,4.196,4.444,4.265,3.45,3.0825,4.172,6.544,6.82,5.098000000000001,4.84,3.91,3.4450000000000003,4.3375,3.672,3.605,4.045,4.4675,4.1425,3.306,3.06,4.9825,6.342499999999999,6.9925,4.8875,4.6375,3.798,3.536,4.192,3.84,3.6,4.01,4.586,4.072,3.2325,2.9625,5.23,6.425,7.06,4.7375,4.51,3.675,4.07,4.1625,3.9825,3.568,3.904,4.57,3.8025,3.1625,2.975,5.522,6.714,6.9175,4.564,4.545,3.55,4.37,4.13,4.046,3.44,3.9675,4.5275,3.765,3.016,2.868,5.4125,6.84,6.8475,4.4275,4.27,3.6019999999999994,4.456,4.115,3.905,3.435,3.88,4.55,3.616,2.935,2.8425,5.2225,7.072,6.5,4.346,4.106,3.4975,4.49,4.1625,3.89,3.46,3.805,4.6275,3.605,2.89,2.9,6.112,7.2,6.18,4.225,4.0675,3.3825000000000003,4.192,4.036,3.796,3.47,3.895,4.83,3.688,2.834,3.0675,6.9,7.62,6.428,4.3,3.9925,3.3519999999999994,4.255,3.9975,3.9425,3.77,3.922,4.866,3.695,2.765,3.0675,6.805,7.442,6.805,4.714,3.958,3.345,4.4575,3.864,3.964,4.198,3.95,4.6375,3.72,2.684,3.098,6.364,6.815,6.715
2,"Los Angeles, CA",CA,404247.3892440468,404561.0498769968,404793.0876815867,406760.4764029319,409659.876724674,409875.7329080808,408105.77424816135,404468.4584083456,400686.6520525551,396887.93881114735,393326.0189642925,391383.6832806277,390309.3508444742,390228.7238092098,389018.5035194445,387447.4341634751,383604.2490671947,381522.1142680003,379994.1623229159,378250.0859985763,374860.29722053045,371185.3836271708,369775.0372280281,369477.6883098887,368954.15550639504,367385.3855308655,364873.829681706,362597.7047368542,361505.5998969762,361901.3846304463,363803.29971119,367844.3717237203,373608.8646434851,380452.3666013659,387592.11339954194,394636.8781897393,400157.9063034325,403705.33443680615,405710.02798679535,408723.9198097632,413943.6203781465,420965.2648694707,428689.1879074352,436728.8497213172,445274.7169619982,453865.00945311104,461168.6278188685,466989.1837851633,470061.6183754194,471455.5667771807,471922.09555943793,473533.08661471534,475688.4253415517,477721.1422739578,479636.011725385,482219.97347141104,486667.4366744076,491875.7824611426,497500.57306529046,502407.5795271275,505798.8441690094,507561.491947208,507937.266191809,508084.07484618254,508714.9763018117,509970.78794306703,510711.2959920654,509570.6635326664,506665.77385959896,503218.0239115484,499576.3828845781,496206.245821278,498730.4577931052,507404.4439590946,519405.8481148009,528499.5459770353,534179.8946590415,538769.5315744673,539343.6113044218,535908.759998953,529407.6041676215,524831.1392361391,523797.1163119073,525590.2898752043,533402.4882901983,544953.624087684,558451.7242450467,568177.5239232156,574812.8742325134,579769.5018881003,580884.2944231577,580756.6497303628,580430.8736349315,583741.3887787379,587849.8660616571,592838.0654395763,599374.4090878841,607335.4342360414,614896.4562883746,620653.6582957766,625269.3718902292,628733.3426909054,632358.2741927946,637812.2192675511,645090.9025382252,652821.7971077231,658295.5270749809,661212.9539761833,658793.008246274,652483.2767310216,644798.1821533608,639899.5615928549,637404.7426441218,636141.4334690283,636967.660482762,640739.6808979092,646939.8718538056,653577.2915345739,659625.3212489003,665113.3483527651,668337.805034571,669871.0994321847,670638.5569932514,671604.7023382331,670663.7246720988,667833.4570691726,667516.7751058867,672565.7781142014,683389.5198858571,696346.7483775867,710695.8463369076,724385.3647685588,733604.9060872052,739356.6844385526,742553.3157118425,749374.489176205,759045.5077038924,770996.3419042695,782737.7007536736,791721.1086222101,798683.3435554554,805409.3253063648,813770.9933395012,823817.629503556,835895.6742841331,850184.0393742761,866244.0171871763,880811.4689003881,892262.9959401154,898718.971687079,900550.6512057185,897469.4892579657,891795.6180500006,886520.2810579693,882768.792137565,879638.0023930488,871328.3607899825,860408.4057104258,850627.3068113228,848246.6478397641,852035.2918780991,859843.6200231347,871068.4841173011,884649.6013208275,898362.389379757,909771.5444141924,918357.563545995,923749.1691560574,923903.0502409944,920944.134887306,919825.0141508444,923301.984687218,929212.7555961123,933178.9263678078,937569.7447991334,942772.8344635236,949218.4275190132,954458.2196560184,958972.8478226332,963008.235541692,Los Angeles,5.03,4.755,3.915,3.414,4.432,3.67,3.8725,4.15,4.032500000000001,4.464,3.624,2.735,3.4450000000000003,6.2725,6.6425,4.99,4.9525,3.89,3.5325,4.3025,3.71,3.66,4.1675,4.33,4.37,3.4650000000000003,2.81,3.7625,6.2575,6.776000000000001,4.9675,4.836,3.954,3.565,4.3425,3.77,3.694,4.196,4.444,4.265,3.45,3.0825,4.172,6.544,6.82,5.098000000000001,4.84,3.91,3.4450000000000003,4.3375,3.672,3.605,4.045,4.4675,4.1425,3.306,3.06,4.9825,6.342499999999999,6.9925,4.8875,4.6375,3.798,3.536,4.192,3.84,3.6,4.01,4.586,4.072,3.2325,2.9625,5.23,6.425,7.06,4.7375,4.51,3.675,4.07,4.1625,3.9825,3.568,3.904,4.57,3.8025,3.1625,2.975,5.522,6.714,6.9175,4.564,4.545,3.55,4.37,4.13,4.046,3.44,3.9675,4.5275,3.765,3.016,2.868,5.4125,6.84,6.8475,4.4275,4.27,3.6019999999999994,4.456,4.115,3.905,3.435,3.88,4.55,3.616,2.935,2.8425,5.2225,7.072,6.5,4.346,4.106,3.4975,4.49,4.1625,3.89,3.46,3.805,4.6275,3.605,2.89,2.9,6.112,7.2,6.18,4.225,4.0675,3.3825000000000003,4.192,4.036,3.796,3.47,3.895,4.83,3.688,2.834,3.0675,6.9,7.62,6.428,4.3,3.9925,3.3519999999999994,4.255,3.9975,3.9425,3.77,3.922,4.866,3.695,2.765,3.0675,6.805,7.442,6.805,4.714,3.958,3.345,4.4575,3.864,3.964,4.198,3.95,4.6375,3.72,2.684,3.098,6.364,6.815,6.715
3,"Chicago, IL",IL,200780.02738567124,200420.9544971307,199416.9502484548,199572.73037907467,199105.8190924639,199476.540062288,197900.09034733256,196541.02416514093,194362.0214209602,192629.26846142832,190207.3756865597,187860.20210930423,185722.6433040677,184036.5213866105,182879.4575346464,181555.48507230825,180690.4001816064,179476.83373608734,178806.80164618985,177734.24182659772,176691.68392378208,174816.652460258,173338.67330571375,171435.1432892403,170198.1190425606,168892.81010549478,168113.9119513723,167404.2138301041,166813.23435290268,166660.45056078592,166789.90826541625,166875.59358015025,166882.75313617048,166689.18942963486,166359.7706535099,166211.0085267498,166597.55740917427,167704.13944053126,168939.24562782262,170532.79591433422,171911.6358993892,173645.32727701354,175096.17590922897,176791.80667921584,178372.941018504,180280.62999410395,182093.326234254,183865.93918252367,185277.076076184,186697.64856969684,188020.13828771515,189232.287397875,190435.835953446,191433.1022565133,192443.99813994684,193200.29399572217,193828.95999849652,194335.5063025021,194870.26081322588,195417.06591552007,195905.99102641243,196220.6877783308,196763.89640766245,197296.21632796663,198179.42089287707,198894.1992763904,199697.7029842265,200379.10346009056,201184.7233429021,202288.6981862248,203448.0717554668,204641.5527180536,205813.57829493505,207015.17747598336,207815.7413082315,208566.8462007443,209219.85920393027,210007.4908074477,210435.42039673985,210818.3092971352,211252.57408336503,212048.9587078305,212983.1660577175,214219.06759199523,215497.1558135023,216889.74406788347,218450.15620203092,219765.07191205848,220814.13133255963,221187.6359059357,221413.6587873773,221601.0595290932,222287.38483265697,223250.5606784408,224444.4557771005,225709.0748437423,227123.01495566548,228479.7475763709,230047.01088124505,231271.9408294428,232230.54892570968,232336.81179744145,232377.9091760821,232294.510690574,232393.5591844681,232535.7259619535,232844.62445137533,233434.62765520904,234323.9908336223,235532.18396289027,236672.7962948234,237585.89151691904,238000.73821359457,238209.2227651192,238027.5252148878,237810.7215611251,237355.66978916305,237244.6199068032,237443.19546917093,238075.6877733288,239206.6948288041,240553.97386673148,241967.5152362416,242850.6040891576,242944.52241961472,242481.38354872743,242003.2683897369,242331.55699553643,243911.3580396101,246367.6142442331,249410.47467447337,252436.45554397145,255443.2498602488,258710.2175687024,262104.92481051083,265363.64057320566,268352.5271520843,271232.3711935077,273636.78421471856,275044.7606751057,275309.0082255696,275454.55828221096,276127.82353691873,277607.6733752493,280237.2275290248,284067.60402621684,288843.85918658663,293464.7067899656,296686.9428011579,298863.9463496508,299392.32355923805,298773.3970971946,297088.6439091316,295733.7555358143,294958.99677022366,294537.1532035544,293926.15370878536,293772.01070517406,294419.7414905342,296119.4937708544,298321.07925483194,300894.1882076552,303447.5910309502,305912.9935622206,307750.53395946155,309118.62724785047,310035.4639361366,310671.6016691111,311333.2800192008,312721.7463363187,315135.3181485499,318008.3053498103,320129.70039746945,321353.7472635917,322090.27412311896,323012.9257729733,324017.0098873348,324995.48988529504,326034.77203222347,327283.074125259,Chicago,5.03,4.755,3.915,3.414,4.432,3.67,3.8725,4.15,4.032500000000001,4.464,3.624,2.735,3.4450000000000003,6.2725,6.6425,4.99,4.9525,3.89,3.5325,4.3025,3.71,3.66,4.1675,4.33,4.37,3.4650000000000003,2.81,3.7625,6.2575,6.776000000000001,4.9675,4.836,3.954,3.565,4.3425,3.77,3.694,4.196,4.444,4.265,3.45,3.0825,4.172,6.544,6.82,5.098000000000001,4.84,3.91,3.4450000000000003,4.3375,3.672,3.605,4.045,4.4675,4.1425,3.306,3.06,4.9825,6.342499999999999,6.9925,4.8875,4.6375,3.798,3.536,4.192,3.84,3.6,4.01,4.586,4.072,3.2325,2.9625,5.23,6.425,7.06,4.7375,4.51,3.675,4.07,4.1625,3.9825,3.568,3.904,4.57,3.8025,3.1625,2.975,5.522,6.714,6.9175,4.564,4.545,3.55,4.37,4.13,4.046,3.44,3.9675,4.5275,3.765,3.016,2.868,5.4125,6.84,6.8475,4.4275,4.27,3.6019999999999994,4.456,4.115,3.905,3.435,3.88,4.55,3.616,2.935,2.8425,5.2225,7.072,6.5,4.346,4.106,3.4975,4.49,4.1625,3.89,3.46,3.805,4.6275,3.605,2.89,2.9,6.112,7.2,6.18,4.225,4.0675,3.3825000000000003,4.192,4.036,3.796,3.47,3.895,4.83,3.688,2.834,3.0675,6.9,7.62,6.428,4.3,3.9925,3.3519999999999994,4.255,3.9975,3.9425,3.77,3.922,4.866,3.695,2.765,3.0675,6.805,7.442,6.805,4.714,3.958,3.345,4.4575,3.864,3.964,4.198,3.95,4.6375,3.72,2.684,3.098,6.364,6.815,6.715
4,"Dallas, TX",TX,149839.24155850205,149692.1617843633,149459.38382080116,149594.5749059999,149701.1506519634,149778.79012357394,149429.75798531444,148781.65824434045,147887.7146088057,147022.71776331714,146140.850491592,145535.52923147104,145078.0221596594,144596.53172358245,144084.83633217876,143414.6604868555,142918.86198349227,142378.3573558318,142174.69918955996,142031.49799421962,142053.15997534353,141982.39919144945,141856.69683306364,141555.3332702255,141276.34655268933,141445.07019966672,141920.08428884658,142558.61087766758,143134.9105954535,143854.9982900182,144686.43513223945,145396.24744781465,146105.45304711547,146890.80406834456,147768.60149694074,148528.15754496996,149338.72551794245,150253.8175397707,151198.4665637356,152014.21501698066,152935.3935669524,154130.80171691315,155382.58250459345,156495.20415738082,157458.39350351898,158546.98562655874,159660.59847738766,160795.3338454441,161952.08754346494,163122.4471072485,164227.68498281785,165107.81051343618,166019.4168548901,167020.04831363037,168256.6533789794,169387.39568123105,170452.35947410934,171314.93029559063,172454.0088524668,173669.87764405957,175129.61464307926,176655.9411454211,178165.509775082,179553.85081035408,181006.96565657537,182608.08707280376,184451.58943811068,186304.19562107703,188243.1428231958,190171.22128548496,192080.09802293257,193970.22969467565,195968.23294962835,198029.2697204291,199827.6675091452,201664.38999767337,203415.00113062368,205283.1930255041,206880.3191429108,208366.3636598636,209992.11616630628,211734.4942260875,213707.3932710113,215592.85295889588,217503.1152135577,219307.6300910529,221238.2935816668,223335.8664192317,225315.13231024504,227129.7116265075,228520.87589136363,229841.8541976089,231215.66020242844,232771.844932596,234481.9497552391,236338.138528597,238247.15710951865,240085.8698404866,241942.62517946423,243598.1322041678,245154.13913459683,246214.223635054,247304.2785953277,248123.1454284156,248869.2208341776,249306.2605276428,249792.1413083285,250496.83621468136,251416.53305147748,252413.10374246523,253270.2312780108,253741.44964902772,253935.058695182,253995.3137613801,254091.39120684893,254332.6467493512,254713.85999693905,255404.3823108452,256379.74103653163,257587.2564922704,259118.16795938203,260671.6042558612,262148.72756137216,262926.29914522084,262916.958146098,262700.91371343826,263061.525040837,264488.37154207507,266965.788412344,270056.74359754106,273672.5985106121,277326.145903551,281189.8887110381,285277.55726339907,289833.5414304146,294869.62656566605,300672.0237052479,306746.1388915601,312249.61013582564,316514.8859615398,319851.96499564376,323402.06664405233,327782.5503200216,332810.68049976655,339798.02202968136,348185.2441129763,357702.92919219466,367105.5170416421,375616.9738174185,382913.206764664,386920.8529396329,387586.2963935982,385879.9729809833,383810.5651373993,381890.544699542,379892.4898011806,377317.9488139853,375022.8631675574,373465.98292392655,372907.1992322712,373196.8752433384,374025.84992429777,375015.8041117014,375949.9274392936,376370.4712841059,376486.4875077672,376345.9234384366,376015.6611471092,376037.5914832252,376525.0474197894,377695.406156882,378674.546122278,378819.9032905173,378148.4090127092,377199.7626985313,376541.5506547424,376341.6663476736,376234.69044341234,375943.4009286885,375414.0338314904,Dallas,5.03,4.755,3.915,3.414,4.432,3.67,3.8725,4.15,4.032500000000001,4.464,3.624,2.735,3.4450000000000003,6.2725,6.6425,4.99,4.9525,3.89,3.5325,4.3025,3.71,3.66,4.1675,4.33,4.37,3.4650000000000003,2.81,3.7625,6.2575,6.776000000000001,4.9675,4.836,3.954,3.565,4.3425,3.77,3.694,4.196,4.444,4.265,3.45,3.0825,4.172,6.544,6.82,5.098000000000001,4.84,3.91,3.4450000000000003,4.3375,3.672,3.605,4.045,4.4675,4.1425,3.306,3.06,4.9825,6.342499999999999,6.9925,4.8875,4.6375,3.798,3.536,4.192,3.84,3.6,4.01,4.586,4.072,3.2325,2.9625,5.23,6.425,7.06,4.7375,4.51,3.675,4.07,4.1625,3.9825,3.568,3.904,4.57,3.8025,3.1625,2.975,5.522,6.714,6.9175,4.564,4.545,3.55,4.37,4.13,4.046,3.44,3.9675,4.5275,3.765,3.016,2.868,5.4125,6.84,6.8475,4.4275,4.27,3.6019999999999994,4.456,4.115,3.905,3.435,3.88,4.55,3.616,2.935,2.8425,5.2225,7.072,6.5,4.346,4.106,3.4975,4.49,4.1625,3.89,3.46,3.805,4.6275,3.605,2.89,2.9,6.112,7.2,6.18,4.225,4.0675,3.3825000000000003,4.192,4.036,3.796,3.47,3.895,4.83,3.688,2.834,3.0675,6.9,7.62,6.428,4.3,3.9925,3.3519999999999994,4.255,3.9975,3.9425,3.77,3.922,4.866,3.695,2.765,3.0675,6.805,7.442,6.805,4.714,3.958,3.345,4.4575,3.864,3.964,4.198,3.95,4.6375,3.72,2.684,3.098,6.364,6.815,6.715
